Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
1-12-2023 21:18:26,19 / 30,37,Vrouw,Universitair (Bachelor/Master/PhD),Arts,Nee,2,2,1,Niet van toepassing,2,21:14:00,Nep,Achtergrond,Echt,,"Echt, Nep",,Nep,Hoek van de hand in de mond,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Duidelijk bewerkte foto ,Echt,,Nep,HOEK VAN DEN HANDEN,Echt,,Nep,,Echt,,Nep,Overgang publiek en grachten ogen onnatuurlijk ,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,21:17:00,Nee,3,3,6
1-12-2023 21:45:03,18 / 30,18,Vrouw,Middelbare school,Vwo 6>>> bedrijfskunde,Nee,3,2,3,Teksten genereren (ChatGPT),1,0:00:00,Nep,"Dw detaills op de lgbtq vlag zijn niet zo helder weergeven, de schaduw. Alles ziet er geforceerd uit",Nep,,Echt,"Dat ding ziet dr heel groot en wazig uit, het lijkt gecopy past op deze foto. Het hoort niet bij deze achtergrond: schaduw en belichting",Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,10:00:00,Ja,3,3,5
1-12-2023 22:02:20,25 / 30,21,Man,Universitair (Bachelor/Master/PhD),Computer science,Ja,5,5,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney), afbeeldingen generen met chat gpt 4",2,21:57:00,Echt,,Nep,de gebouwen lijken geanimeerd,Nep,de kinderen lijken geanimeerd,Echt,,Nep,gezichten lijken geanimeerd,Echt,,Echt,,Echt,,Nep,,Nep,gezichten zijn geanimeerd en onrealistisch,Echt,,Echt,,Nep,details lijken nep,Echt,,Echt,,Nep,gebouwen lijken nep,Echt,,Nep,dit lijkt op GTA vice city kwaliteit,Echt,,Echt,,Echt,,Nep,dit lijkt geanimeerd te zien aan de gezichten ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gta kwaliteit ik zie Putin 3x,Echt,,Nep,zijn hoofd is ter bruin,22:02:00,Ja,3,2,9
1-12-2023 22:12:57,22 / 30,23,Man,Universitair (Bachelor/Master/PhD),econometrics and Computer Science,Ja,4,4,5,Teksten genereren (ChatGPT),3,21:56:00,Echt,,Nep,het lijkt alsof de foto fake is en zeer onrealistisch angle gepakt,Nep,"bro, denk je echt dat de kinderen zo tranquillo voor de tank gaan lopen. Helemaal leip!",Echt,,Nep,hoe kunnen je ogen niet open zijn tijdens het naaien,Echt,,Echt,,Echt,,Echt,,Nep,"zeer fake, kijk naar hun face",Echt,,Echt,,Nep,goot to be true,Nep,,Echt,,Echt,,Echt,,Nep,face ziet fake eruit,Echt,,Echt,,Nep,,Nep,geertje met trump,Echt,,Echt,,Echt,,Echt,,Nep,veel focus op dat tasje,Nep,teveel putin,Echt,,Nep,te mooi voor joe biden,22:11:00,kan ik niet weten,4,3,5
1-12-2023 22:16:00,23 / 30,19,Man,HBO,Assetmanagement ,Nee,4,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,22:00:00,Nep,Vingers beetje raar,Nep,Teveel dezelfde gebouwen,Nep,Te ai achtig,Echt,Biden is sws gek,Nep,Teveel hetzelfde,Echt,,Nep,Kleuren,Echt,,Echt,,Nep,Barack obama,Echt,,Echt,,Nep,Schaduw,Echt,,Echt,,Nep,Shaduw en waas,Echt,,Nep,Kleur en waas,Nep,1 man heeft rare anatomie,Echt,,Echt,,Echt,"Heel duidelijk ai, waas, kleur",Echt,,Nep,De rendering is slecht aan de gevel ,Echt,,Echt,,Echt,,Nep,"De reflectie, en allemaal lijken veel op putin",Nep,,Echt,Joe biden ziet er niet zo uit,22:14:00,Nee,1,4,6
1-12-2023 22:17:58,9 / 30,62,Man,HBO,Gepensioneerd marineman,Nee,2,2,1,Niet van toepassing,3,22:07:00,Echt,,Nep,de kleur aan de bovenkant,Echt,,Nep,joe biden draagt geen pet,Echt,,Nep,muts raar,Echt,,Echt,,Echt,,Nep,gezicht obama niet natuurlijk,Nep,kleuren vlaggen matchen niet met achtergrond,Nep,biden zou dit niet doen voor een interview,Echt,,Nep,klopt iets niet,Nep,zonnebril,Echt,,Nep,achtergrond vreemd,Nep,gezicht putin niet natuurlijk,Echt,,Nep,lantaarnpaal klopt niet,Echt,,Nep,dit is niet gebeurd,Nep,kleuren,Echt,,Nep,gezicht past niet bij situatie,Nep,nooit gebeurd,Echt,,Nep,putin overlegt niet openbaar met militairen,Echt,,Nep,hij zou dit nooit doen,22:16:00,Nee,2,4,4
1-12-2023 22:20:53,18 / 30,21,Man,Universitair (Bachelor/Master/PhD),IT,Ja,4,4,4,"Teksten genereren (ChatGPT), code",4,22:17:00,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Nep,,22:20:00,Nee,2,4,5
1-12-2023 22:37:11,20 / 30,19,Man,MBO,Beveiliging ,Nee,4,2,4,Teksten genereren (ChatGPT),3,22:30:00,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De kwaliteit ,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Kwaliteit ,Echt,,Echt,,Echt,,Nep,Kwaliteit ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,22:36:00,Nee,3,3,4
1-12-2023 22:40:26,27 / 30,27,Vrouw,HBO,Project Engineer,Ja,4,3,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,22:31:00,Echt,,Echt,,Nep,De kleding van de kinderen en de afwerking van de tank,Echt,,Nep,Hand van de vrouw,Echt,,Nep,Kleding van de soldaat,Echt,,Echt,,Nep,Duidelijk neppe gezichten,Echt,,Echt,,Nep,De weg,Echt,,Nep,"Denk dat t echt is, maar lijkt ook weer een goeie prompt voor een AI foto",Nep,De haren van de mensen,Echt,,Nep,De gezichten van de mensen,Nep,De grond en de figuren,Echt,,Echt,,Nep,Geertje,Echt,,Nep,De stenen,Echt,,Echt,,Echt,,Nep,Duidelijk fake faces,Echt,,Nep,Hij is niet zo cool,22:39:00,Nee,3,3,7
1-12-2023 22:43:04,22 / 30,58,Vrouw,Middelbare school,Interieur/ styling,Nee,2,2,1,Niet van toepassing,2,22:28:00,Echt,,Nep,De tentjes in het midden kloppen niet,Nep,Naast de tank is het beeld verbogen,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Obama's gezicht klopt niet,Echt,,Echt,,Nep,De mensen klopt niet,Echt,,Echt,,Echt,,Echt,,Nep,Poetins gezicht is fout,Nep,De poppetjes kloppen niet,Echt,,Echt,,Nep,Gezichten kloppen niet,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezicht poetin is meerdere keren te zien,Nep,Tandje langs zijn pak is te scherp,Nep,Gezicht Biden klopt niet,22:41:00,Ja,3,4,5
1-12-2023 22:51:16,20 / 30,23,Vrouw,Universitair (Bachelor/Master/PhD),Accountancy&control,Nee,4,2,4,Teksten genereren (ChatGPT),3,22:44:00,Echt,,Nep,Kleurverschillen,Echt,,Nep,De vinger in mond,Nep,De gezichten zien er nep uit,Echt,,Echt,,Echt,,Echt,,"Nep, Echt",Al de details zijn heel scherp en lijken geverfd/getekend plus ze zien er iets anders uit dan in het echt,Echt,,Echt,,Nep,Wazig ,Echt,,Echt,,Echt,,Echt,,Nep,"De structuur, schaduw gebruik ",Echt,,Echt,,Echt,,Nep,Hoofden lijken nep en zijn niet echt in verhoudingen met de lichamen ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten lijken nep,Echt,,Nep,"Je ziet dat door zn voorhoofd en zonnebril, geen goeie overlapping",22:50:00,Ja,2,4,5
1-12-2023 23:11:01,20 / 30,19,Man,HBO,Waterbouwkunde,Nee,2,1,3,Teksten genereren (ChatGPT),2,23:00:00,Echt,,Echt,,Nep,Lijkt ai gegenereerd,Nep,Dat biden een vinger eet. Maar van zijn 'kannibalisme' is al eerder wat beeldmateriaal van opgedoken,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Obama lijkt nep,Echt,,Nep,Biden die dit doet lijkt nep,Nep,Het lijkt mij sterk dat er zoveel mensen zijn. Maar andere kant kan het ook wel,Echt,,Nep,Putin lijkt op een amerikaan. Lijkt mij sterk,Nep,De straten zijn zo vol zonder auto's of fietsen?,Echt,,Nep,Lijkt op GTA graphics,Echt,,Nep,-,Echt,,Nep,Graphics zijn raar,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Kwaliteit lijkt nep,Echt,,Nep,Biden lijkt hier op een bodyguard uit een videogame.,23:10:00,Nee,3,4,7
1-12-2023 23:20:36,16 / 30,25,Vrouw,HBO,Finance & control,Ja,5,3,3,Teksten genereren (ChatGPT),2,23:18:00,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Nep,,23:28:00,Nee,3,3,5
1-12-2023 23:21:25,20 / 30,19,Man,HBO,International business,Nee,3,3,4,Teksten genereren (ChatGPT),3,23:15:00,Nep,De gezichten ,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Ze zien er getekent uit,Echt,,Nep,Het wapen,Echt,,Nep,,Echt,,Nep,De mensen achterin zien er te scherp uit voor een camera,Echt,,Nep,De kleren zien er nep uit,Nep,,Echt,,Nep,"De kleuren
",Nep,Ze zien er getekent uit,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,23:20:00,Ja,4,3,7
1-12-2023 23:22:09,21 / 30,22,Vrouw,HBO,Business IT and management,Ja,3,2,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,23:18:00,Echt,,Echt,,Nep,De kinderen ,Nep,Te hd,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het zijn cartoon figures,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Cartoon,Echt,,Echt,,Echt,,Nep,Cartoon figures,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Heel ge fotoshopped,Echt,,Nep,,23:25:00,Ja,5,3,8
1-12-2023 23:27:12,20 / 30,20,Man,Universitair (Bachelor/Master/PhD),Computer Science,Ja,1,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,22:18:00,Echt,,Echt,"wel lastig te zien, omdat het een luchtfoto is dus er zit sws niet veel detail in",Nep,"te cartoon achtig, de verhouding van de tank met de kinderen lijkt ook niet te kloppen.",Echt,hij had gwn honger,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,cartoon,Nep,de vlag ziet er fake uit,Nep,"die man kan niet eens lopen of uit zn woorden komen, laat staan wapen vasthouden",Echt,average monday in amsterdam,Echt,,Echt,,Echt,typisch amsterdamse woke gemeenschap,Echt,,Nep,putin lijkt hier geschilderd door wahed cartoon schilder,Echt,helaas echt,Echt,,Echt,FREE PALESTINEEEEE,Nep,lijken wel tweelingbroers,Echt,,Echt,,Echt,FREE PALESTINEEEE FROM THE RIVER TO THE SEAAAAAA,Nep,trump obama biden bij elkaar kan niet,Nep,"milieuvervuiling bestaat niet, dus neppe foto",Nep,"of nep, of ge-edit, alles is the smooth/cartoon-achtig",Echt,,Nep,"zoals ik eerder al zei, biden kan niet eens lopen, laat staan een wapen vasthouden",23:26:00,Nee,2,4,7
1-12-2023 23:35:43,23 / 30,19,Man,Middelbare school,Natuur&Techniek en Informatica,Nee,4,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,23:26:00,Echt,,Nep,,Nep,,Nep,,Nep,,Nep,,Nep,Gear klopt niet. Wapen onduidelijk en US embleem/patch klopt niet,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,23:34:00,Nee,3,3,7
1-12-2023 23:59:25,18 / 30,21,Vrouw,HBO,Business,Nee,3,3,3,Teksten genereren (ChatGPT),2,23:54:00,Echt,,Nep,Te wazig/vaag,Nep,De wolken,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,Huidkleuren ,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,23:59:00,Nee,3,4,6
2-12-2023 0:17:33,14 / 30,47,Vrouw,Universitair (Bachelor/Master/PhD),Geneeskunde ,Nee,2,1,1,Niet van toepassing,1,0:10:00,Echt,,Nep,Te vaag,Echt,,Nep,Te onwaarschijnlijk ,Echt,,Echt,,Echt,,Nep,Mouwen zijn verschillend,Echt,,Nep,"Te onwaarschijnlijk, ze kijken hetzelfde terwijl ze het nooit eens zijn",Echt,,Nep,Te onwaarschijnlijk ,Echt,,Echt,,Echt,,Echt,,Nep,Verhoudingen lijken niet te kloppen,Nep,Scherptes lijken niet te kloppen,Echt,,Echt,,Echt,,Nep,Belichting lijkt niet te kloppen,Echt,,Echt,,Nep,Ze lachen te veel,Echt,,Echt,,Echt,,Echt,,Nep,Onnatuurlijke belichting ,0:16:00,Nee,3,5,5
2-12-2023 1:11:48,21 / 30,26,Man,HBO,Aviation,Nee,2,3,4,Teksten genereren (ChatGPT),2,1:01:00,Echt,,Nep,De kwaliteit ervan lijkt minder goed te zijn voor een echte foto.,Nep,De schaduw van de tank is er niet en van de kinderen erg klein,Echt,De ogen zijn enorm donker,Echt,,Echt,,Echt,,Echt,,Nep,Bepaalde gebouwen lijken niet helemaal afgemaakt zijn te zijn.,Echt,Foto is erg scherp en ingezoomd op de personages is te zien dat het geschilderd lijkt.,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Lijkt geschilderd zijn,Echt,,Echt,,Echt,,Nep,Huid komt niet echt over.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,4x het zelfde gezicht kan niet.,Echt,,Nep,De huid komt niet echt over,1:11:00,Ja,3,3,8
2-12-2023 1:57:29,28 / 30,19,Man,Universitair (Bachelor/Master/PhD),Computer Science,Ja,5,5,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,1:47:00,Echt,,"Echt, Nep",Is niet goed te concluderen,Nep,"Lijkt iets te tekenfilm achtig, zit iets teveel blur etc op",Echt,,Nep,Ze hebben hun ogen dicht,Echt,,Nep,Symbolen op de outfit kloppen niet,Echt,,Nep,Daken kloppen niet,Nep,Ai look,Echt,,Echt,,Nep,Bus te klein en menigte lijkt niet meer te kloppen,Echt,,Echt,,Nep,Gezichten kloppen neit,Echt,,Nep,Zelfde Ai look,Nep,Lichamen kloppen niet,Echt,,Echt,,Nep,Vingers van die man,Echt,,Nep,Handen lijken raar,Echt,,Echt,,Echt,,Nep,20 putins,Echt,,Nep,Ziet er waxig uit,1:56:00,Nee,2,4,9
2-12-2023 9:55:36,15 / 30,19,Vrouw,Middelbare school,E&M,Een beetje: boekhouding,4,4,3,Teksten genereren (ChatGPT),3,9:52:00,Echt,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,9:55:00,Nee,3,3,4
2-12-2023 10:05:05,18 / 30,50,Vrouw,HBO,Communicatie,Ja,3,2,3,Teksten genereren (ChatGPT),3,10:00:00,Echt,,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,10:04:00,Nee,3,4,6
2-12-2023 10:09:48,21 / 30,76,Vrouw,Universitair (Bachelor/Master/PhD),Filosofie ,Nee,1,1,1,Niet van toepassing,1,9:40:00,Echt,,Echt,,Nep,Kinderen voor de tank,Nep,Positie arm,Echt,,Echt,,Nep,Rustige stand poesje,Echt,,Echt,,Nep,Hoofden Obama en Biden contouren,Echt,,Nep,Merkwaardige wijze vasthouden pistool,Nep,Verschil tussen opeengepropte middelste massa en ruimte aan zijkanten,Nep,Locatie rijtuig,Echt,,Nep,Hoeveelheid mensen,Echt,,Echt,,Nep,Kunstmatige opstelling,Echt,,Echt,,Nep,"Gekunstelde profielen, haardracht",Echt,,Echt,,Echt,,Nep,Gezien politieke verschillen,Echt,,Nep,Zelfde gezichten,Echt,,Nep,Niets voor Biden,10:07:00,Nee,3,4,5
2-12-2023 10:10:26,22 / 30,17,Man,Middelbare school,Havo E&M,Nee,3,3,2,Teksten genereren (ChatGPT),4,10:00:00,Echt,,Echt,,Nep,De kinderen die voor de tank staan,Nep,Joe Biden die een hand hapt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De gezichten,Echt,,Nep,De wapen in zijn hand,Echt,,Echt,,Echt,,Nep,De gebouwen en de mensen,Echt,,Nep,De gezicht van putin,Nep,,Echt,,Echt,,Nep,De gezichten,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,De gezichten zijn allemaal het zelfde ,Echt,,Nep,De wapen en het gezicht,10:10:00,Ja,3,3,8
2-12-2023 10:18:46,21 / 30,17,Man,Middelbare school,VWO,Nee,4,3,1,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,10:11:00,Echt,,Nep,Huizen staan raar,Nep,Lijkt alsof ee een fulter over de foto heen zit,Nep,Dit zou nooit in t echt gebeuren,Nep,Soort van filter,Nep,Te stijf staan,Echt,,Echt,,Echt,,Nep,Soort van filtwe,Echt,,Nep,Dit lijkt me gewoon niet echt,Nep,De mensen lijken een soort van blok te zijn,Echt,,Echt,,Echt,,Echt,,Nep,Soort gan filter,Nep,,Echt,,Echt,,Echt,Soort van dilter,Echt,,Nep,Soort van filter,Echt,,Echt,,Echt,,Nep,Poetin is er meerdere keren,Echt,,Nep,Soort van filter,10:18:00,Nee,3,3,7
2-12-2023 10:30:04,25 / 30,18,Vrouw,Middelbare school,Havo E&M,Nee,3,3,4,Teksten genereren (ChatGPT),2,9:56:00,Echt,,Echt,,Nep,Niemand maakt een foto van kinderen waar zo een gevaarlijk ding voor hun neus staat,Echt,,Nep,"Er is iets aan de foto wat er nep uit ziet, de kwaliteit",Echt,,Echt,,Echt,,Echt,,Nep,Hun gezichten zijn duidelijk bewerkt en ze hebben nooit op deze manier naast elkaar gestaan,Echt,,Echt,,Nep,De bomen zien er nep uit,Echt,,Nep,Herinner geen foto van putin die er zo uit zien,Nep,Huizen zien er nep uit,Echt,,Nep,Zo een foto is te professioneel ,Echt,,Echt,,Echt,,Nep,Wilders en trump samen heb ik nooit gezien en wilders hoofd ziet er niet uit als zijn hoofd ,Echt,,Nep,Als je inzoomt zien de ogen van de vrouw er nep uit,Echt,,Echt,,Echt,,Nep,De hoofden zien er nep uit,Echt,,Nep,De achtergrond en de vibe is nep,10:10:00,Nee,3,3,8
2-12-2023 10:58:45,24 / 30,23,Vrouw,Universitair (Bachelor/Master/PhD),Master Human Computer Interaction,Ja,4,5,3,Teksten genereren (ChatGPT),4,10:51:00,Echt,,Echt,,Echt,,Echt,,Nep,Het gezicht en de lichtval ,Echt,,Echt,,Echt,,Echt,,Nep,Gezicht,Echt,,Echt,,Nep,De bomen lijken niet echt,Echt,,Echt,,Nep,De huizen en bomen,Echt,,Nep,Gezichten,Echt,,Echt,,Echt,,Nep,Gezichten,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten,Echt,,Nep,Gezicht,10:57:00,Nee,3,2,7
2-12-2023 10:59:19,24 / 30,18,Vrouw,Middelbare school,Natuur en gezondheid ,Nee,4,3,4,Teksten genereren (ChatGPT),2,10:46:00,Echt,,Echt,,Nep,De kleine kinderen op de foto zien eruit of het is gefotoshopt door hoe de kleding eruit ziet,Echt,,Echt,,Echt,,Nep,De munitie die hij draagt ziet er nep uit,Echt,,Echt,,Nep,Hun gezichten en pakken zien er uit als plastic,Echt,,Echt,,Nep,De bomen lijkt niet echt,Echt,,Echt,,Echt,,Echt,,Nep,Hun hoofden en pakken zien eruit als plastic,Echt,,Echt,,Echt,,Nep,Hun hoofden en pakken zien eruit als plastic ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Hun hoofden en pakken zien eruit als plastic ,Echt,,Nep,Zijn hoofd en pak ziet eruit als plastic ,10:58:00,Nee,3,3,8
2-12-2023 11:01:43,21 / 30,53,Vrouw,MBO,Hotel school ,Nee,2,3,1,Niet van toepassing,3,10:48:00,Echt,,Echt,,Nep,Er moeten meer mensen zijn dan alleen 3 kids,Nep,Die vinger in die mond klopt niet met de glimlach op z’n gezicht,Nep,Is bewerkt,Echt,,Echt,,Echt,,Nep,Raar plak werk,Nep,Obama is van plastic ,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Op geplakte kop,Echt,,Echt,,Echt,,Nep,Hele rare foto het lijkt wel een tekening,Nep,,Echt,,Nep,Klopt niet ,Echt,,Echt,,Nep,Hand Poetin klopt niet,Echt,,Nep,Cartoon ,11:00:00,Ja,3,3,5
2-12-2023 11:49:20,20 / 30,18,Vrouw,MBO,Luchtvaartdienstverlener,Nee,3,3,3,Teksten genereren (ChatGPT),3,11:46:00,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,11:48:00,Nee,3,3,5
