,score,leeftijd,geslacht,niveau,vakgebied,relatie-vakgebied,bekendheid-AI,vaardigheid-AI,regelmaat-AI,gebruik-AI,vertrouwen-Onderscheid,starttijd,foto-1,toelichting-1,foto-2,toelichting-2,foto-3,toelichting-3,foto-4,toelichting-4,foto-5,toelichting-5,foto-6,toelichting-6,foto-7,toelichting-7,foto-8,toelichting-8,foto-9,toelichting-9,foto-10,toelichting-10,foto-11,toelichting-11,foto-12,toelichting-12,foto-13,toelichting-13,foto-14,toelichting-14,foto-15,toelichting-15,foto-16,toelichting-16,foto-17,toelichting-17,foto-18,toelichting-18,foto-19,toelichting-19,foto-20,toelichting-20,foto-21,toelichting-21,foto-22,toelichting-22,foto-23,toelichting-23,foto-24,toelichting-24,foto-25,toelichting-25,foto-26,toelichting-26,foto-27,toelichting-27,foto-28,toelichting-28,foto-29,toelichting-29,foto-30,toelichting-30,eindtijd,nieuwe-kennis,invloed-survey,moeilijkheid,inschatting,startminuten,eindminuten,tijd
182,73,24,Man,MBO,Chemisch-fysisch analist,Nee,3,2,2,"Afbeeldingen genereren (DALL-E, Midjourney)",3,19:23:00,1,,0,er zijn bepaalde plekken die er raar uit zien,0,het ziet er heel erg cartoon-achtig uit,0,biden kan raar doen maar dit zou niet kunnen.,1,,1,,1,,1,,1,,0,de voorhoofden zien er raar uit,1,,1,,0,de foto mist textuur,1,,1,,0,de gebouwen en mensen missen textuur,1,,0,Merkel ziet er niet zo goed uit 😂,0,de achtergrond lijkt raar,0,de text lijkt nep,1,,0,wilders haar ziet er nep uit.,1,,0,,1,,0,,1,,0,alle mensen lijken op putin,1,,0,biden’s voorhoofd ziet er raar uit,19:39:00,Ja,3,4,6,1163,1179,16
183,80,56,Vrouw,HBO,Operatieassistent,Nee,2,1,1,Niet van toepassing,1,19:25:00,1,,1,,0,Te gemaakt/in scène gezet,0,Het hoofd van de man lijkt erop geplakt,1,,1,,0,Kat ziet er te perfect uit voor de omgeving,1,,1,,0,Alle hoofden zien er nep uit,0,De vlag rechts boven,1,,0,De mensen zijn onscherp tov de omgeving,0,Het plafond klopt niet,1,,0,Alsof de mensen erop zijn geplakt,1,,0,Hoofd van Poetin,0,De mensen lijken schimmen,1,,1,,0,Opgeplakte hoofden,1,,0,De vrouw,1,,1,,1,,0,Poetins hoofd,1,,0,Het hoofd,19:42:00,Nee,3,3,6,1165,1182,17
184,63,28,Vrouw,HBO,Sportkunde,Nee,3,4,1,Niet van toepassing,4,19:50:00,1,,0,De kleuren lijken niet realistisch,1,,0,De houding van Joe Biden,1,,1,,0,Kleur en positie van de kat,1,,1,,0,Het gezicht/de huid van Obama lijkt onnatuurlijk. Joe biden heeft een andere vorm van zijn hoofd en zijn huid lijkt ook onnatuurlijk.,0,De grote regenboog vlag lijkt op de afbeelding te zijn geplakt.,1,,0,Door het rood wat steeds terugkeert,0,De mannen op de tractor lijken niet echt in verhouding tot de rest van de afbeelding,1,,1,,1,,0,De zwarte kleur van het pak van Poetin lijkt nep. Zijn gezicht lijkt te strak en te gemaakt.,1,,1,,1,,0,Hun gezicht is te strak en te egaal. Net zoals hun haren. En de gloed die over hun pak schijnt,1,,1,,1,,1,,1,,0,Het gezich en de huid van Poetin lijken nep.,1,,0,Het gezicht van Biden lijkt te gemaakt.,20:02:00,Nee,2,3,6,1190,1202,12
185,60,37,Vrouw,HBO,Fysiotherapie ,Nee,1,1,1,Niet van toepassing,3,19:59:00,1,,0,Vage kleuren en details missen,1,,0,Vinger ziet er onnatuurlijk uit,1,,1,,1,,1,,1,,0,"Kleuren, rimpels/tekeningen in het gezixht",0,Grote vlag onnatuurlijk,1,,1,,1,,1,,1,,1,,0,Beide hoofden onnatuurlijke kleuren,1,,1,,1,,0,Kleurencontrast huid en haar,1,,1,,1,,1,,1,,0,"Hoofden zijn nep , lijken veel op elkaar, klopt niet",1,,0,"Hoofd, gezicht is onnatuurlijk qua kleur",20:07:00,Nee,3,4,6,1199,1207,8
186,70,19,Vrouw,Universitair,Rechtsgeleerdheid ,Nee,2,3,3,Teksten genereren (ChatGPT),3,21:04:00,1,,1,,0,de kleuren bij de kinderen hun kleding ,0,dat Biden in der vinger bijt,1,,1,,0,gezicht te glad,1,,1,,0,kleuren en lijnen bij gezichten en pakken,0,kleuren van de vlaggen,1,,1,,0,de lijnen,1,,0,de kleuren,1,,0,lijnen en kleurgebruik,1,,1,,1,,0,onwaarschijnlijk en kleuren en lijnen,1,,0,kleurgebruik stenen en lijnen,1,,1,,1,,1,,1,,0,kleur gebruik en lijnen,21:09:00,Nee,2,4,5,1264,1269,5
188,67,39,Vrouw,HBO,Zorg,Nee,2,3,2,Niet van toepassing,3,22:43:00,1,,1,,0,Lijkt gefotoshopt ,0,Is erin geshopt,1,,1,,1,,1,,1,,0,Kleur en structuur van de foto is niet realistisch en de gezichten komen heel erg uit de afbeelding springen ,1,,1,,1,,1,,1,,1,,1,,0,Het gezicht van putin is niet echt,1,,1,,1,,0,Zie aan de gezichten ,1,,1,,1,,1,,1,,1,,1,,0,Het gezicht is niet realistisch ,22:59:00,Nee,3,3,8,1363,1379,16
189,80,25,Man,HBO,Biomedisch ,Nee,4,4,2,Teksten genereren (ChatGPT),4,22:58:00,0,Vingers,1,,0,Wapen en tank model,0,"Well het is Biden, kan net zo goed echt zijn",1,,1,,0,,1,,0,,0,"De hoofden, ",1,,1,,0,Als je inzoemt,1,,1,,0,,1,,0,Die hand,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,0,Hoofd en wapenloop,23:11:00,Nee,3,3,8,1378,1391,13
190,80,31,Vrouw,Universitair,Accountancy,Nee,3,3,1,Niet van toepassing,4,11:49:00,1,,0,De foto is heel scherp,0,Dat er iemand toekijkt en foto neemt terwijl er een voertuig naar de kinderen toekomt,0,Vinger ziet er onnatuurlijk uit ,1,,1,,0,Kleur verschil ,1,,1,,0,Gezichten zien er nep uit ,1,,1,,0,Hoofden zien er niet scherp uit ,1,,1,,0,Te scherpe en schone gezichten en huizen. Ook de bomen zien er nep uit,1,,0,De gezichten ,0,Gezichten niet goed te zien ,1,,1,,0,Gezichten en haar ,1,,0,Alles ligt netjes op de grond,1,,1,,1,,0,Gezichten,1,,1,SChone gezichten en achtergrond ,11:53:00,Nee,2,2,7,709,713,4
192,77,29,Vrouw,Universitair,medische fysica,Ja,1,3,1,Niet van toepassing,2,14:56:00,1,,1,,1,,1,,0,ogen,1,,1,,1,,0,bomen zijn raar,1,,1,,1,,0,mensen staan krom,1,,0,handen zijn nep,0,mensen zijn krom,1,,0,ogen,1,,1,,1,,0,rare hoofden,1,,1,,1,,1,,1,,0,ogen,1,,0,raar,15:01:00,Ja,1,5,3,896,901,5
193,63,64,Vrouw,HBO,Operatieassistent ,Nee,1,1,1,Niet van toepassing,2,15:00:00,1,,1,,1,,0,Voor mij ongeloofwaardig ,1,,1,,0,Foto is te mooi om waar te zijn,1,,0,Ik zie geen personen of auto's ,0,Gelaatsuitdrukking lijkt perkament,0,,0,Niet geloofwaardig voor mij,0,Lijken mij geen echte mensen,1,,0,Is geen poetin,1,,1,,0,"Te ""netjes""",0,Zie geen vrouwen ,1,,0,Demonstratie borden worden achterste voren gedragen,0,"Gezichtsuitdrukkingen te ""netjes""",1,,1,,1,,0,3 hebben elkaar nooit samen ontmoet ,1,,0,Meerdere poetins,1,,0,Ongeloofwaardig ,15:10:00,Nee,2,4,3,900,910,10
194,67,38,Vrouw,HBO,Zorg,Nee,1,2,1,Niet van toepassing,3,15:41:00,1,,0,"Te gelijkmatig van kleur, te weinig detail",0,Kleuren ,0,Positie hand in mond niet logisch ,1,,1,,1,,1,,1,,1,Lijkt op een cartoon? Bewerking,1,,1,,0,"Weinig details, blur",1,,1,,1,,1,,0,Gladgestreken?,1,,1,,1,,0,Bewerkt en niet gebeurd,1,,1,,1,,1,,1,,0,2x poetin en lijkt getekend of bewerkt,1,,0,Bewerkt,15:51:00,Nee,3,4,7,941,951,10
195,97,19,Man,Universitair,Informatiekunse,Ja,5,5,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,15:40:00,1,,1,,0,"De broek van het kind rechts, de ene rupsband is groter dan de ander",1,,0,"Lichten die nergens aan hangen, vreemde positie van de handen",1,,0,Rechterhand ziet er vreemd uit? Deze was moeilijk,1,,0,Sommige boomtoppen lijken wel geen stam te hebben,0,"Dit is de slechte ""Dall-e stijl""",1,,1,,0,Te copy en paste (bij een echte afbeelding verwacht ik meer variatie),1,,1,,0,"Te weinig detail op gebouwen, bomen staan te dicht bij de gebouwen",1,,0,"Dall-e stijl, niet fotorealistisch ",0,Naast de tweede blauwe tent van rechts staat een soort smurrie van mensen,1,,1,,0,Wilders draagt die kleur niet lmao,1,,0,Sommige tegels zijn te glad (deze was moeilijk),1,,1,,1,,0,"Erg goed, maar de weerspiegelingen komen niet goed overeen",1,,0,Dall-e stijl,15:54:00,Nee,3,2,9,940,954,14
196,63,68,Vrouw,MBO,Gepensioneerd ,Nee,1,2,2,Niet van toepassing,2,16:15:00,1,,0,Grond,0,"Kinderen ingezet
",0,Vinger,1,,0,Achtergrond ,1,,1,,0,Achtergrond ,0,Poppen,0,Corona demo,0,Biden is tegen wapens,0,Gevoel ,1,,1,,1,,1,,0,Poetin,1,,0,Gevoel ,1,,0,Poppen ,1,,0,Te nette kleding ,1,,1,,1,,0,Poetin dubbels,1,,0,Pistool ,16:32:00,Nee,3,3,2,975,992,17
197,57,38,Vrouw,HBO,Management ,Nee,2,1,1,Niet van toepassing,2,16:35:00,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,0,,0,,0,,1,,1,,0,,1,,1,,1,,0,,1,,0,,0,,1,,16:37:00,Nee,2,5,5,995,997,2
198,47,21,Vrouw,HBO,ALO gymdocent,Nee,4,3,4,Teksten genereren (ChatGPT),4,17:00:00,1,,1,,0,Dat kleine kinderen ervoor kunnen staan en niemand er verder om heen,0,Met de mond en de vinger,1,,1,,0,Is zo een gebied lijkt het mij lastig dat een kat zo schoon is,1,,1,,0,Hoe de hoofden gemaakt zijn,0,De zwarte vlag,0,Biden met een wapen,1,,1,,0,Poetin met een bril zonder shirt,1,,1,,0,Manier van de gezichten kloppen niet,1,,1,,0,Die zakenvrouw die er random tussenloopt,0,,0,,1,,0,"Ze zijn te vrolijk om
Voor deze gebeurtenis zo te lopen",0,,1,,0,Twe mannen ernaast zijn ook poetin,0,De onderzeeer stuur,0,De manier van zn gezicht,17:08:00,Nee,3,3,6,1020,1028,8
199,53,43,Vrouw,HBO,Bedrijfskunde,Nee,1,3,1,Niet van toepassing,4,17:43:00,1,,0,niks is hoog gebouwd,1,,0,dit kan toch niet,1,,1,,1,,1,,1,,0,gezichten,0,vlag is raar,0,ogen,0,een kleur,1,,1,,1,,1,,0,gezicht,1,,1,,0,war is koude maanden begonnen,0,gezicht,1,,1,,0,,1,,1,,0,ze zijn allemaal putin,1,,0,gezicht,17:49:00,Nee,3,3,5,1063,1069,6
200,50,69,Man,HBO,Economy,Nee,1,1,1,Niet van toepassing,2,17:53:00,0,hand,0,te druk,0,niet realistisch,1,,1,,1,,0,onrealistisch,1,,1,,0,nooit samen,1,,0,mag niet een pistool hebben,0,gebouwen,1,,0,zn gezicht lijkt niet op putin,1,,1,,1,,0,ziet er nep uit,0,"foto lijkt oud, maar oorlog tussen ru en uk is recent",0,lijkt nep,0,gezicht,1,,1,,0,gevoel,0,,1,,1,,1,,0,situatie,18:08:00,Nee,2,4,3,1073,1088,15
201,67,29,Vrouw,Universitair,Accountant ,Nee,1,3,1,Niet van toepassing,4,18:00:00,1,,0,"Scherpte, kwaliteit",1,,1,,0,"Kwaliteiten, scherpte, kleuren",1,,1,,1,,1,,0,"Kleuren, kwaliteit, belichting ",1,,1,,1,,1,,1,,1,,1,,0,"Belichting, kleuren",1,,1,,1,,0,"Belichting, kleuren alles lijkt te strak op de foto",1,,1,,1,,1,,1,,1,,1,,0,Kleine details zijn niet zichtbaar van het gezicht etc,18:10:00,Ja,3,3,5,1080,1090,10
202,43,67,Vrouw,Middelbare school,Administratief,Nee,1,1,1,Niet van toepassing,2,17:45:00,1,,0,Te netjes,1,Jij,0,Het stand van de arm,1,,0,Zijn geloof,1,,1,,1,,0,Trump will met hun niks te maken hebben ,1,,1,,0,Gevoel,0,Moet boeren,0,Is em niey,0,Verkeerde vlagen ,0,,1,,1,,0,,1,,0,Nooit ontmoet,1,,1,,1,,0,,0,Moet geen plastic ,1,,0,Kennedy,0,Pistol,18:20:00,Nee,3,5,5,1065,1100,35
203,63,34,Vrouw,Universitair,Bedrijfswetenschappen,Nee,3,3,1,Niet van toepassing,3,18:24:00,1,,0,"Daken, voetbalveld",1,,0,De handeling,1,,1,,0,Situatie,1,,1,,0,Hoe ze eruit zien,1,,1,,0,Kleuren,1,,0,Situatie,1,,1,,0,"Kleuren, hoe ze eruit zien",1,,0,Helm,1,,0,Veel bewerkt,1,,1,,1,,1,,1,,0,Ze lijken te veel op putin,1,,0,"Zo zou hij niet op de foto gaan, te bewerkt",18:35:00,Nee,3,4,5,1104,1115,11
204,53,29,Vrouw,HBO,Social Work,Nee,2,4,1,Niet van toepassing,3,18:38:00,1,,0,Kan allebei zijn ,1,,0,Lijkt photoshop,1,,1,,1,,1,,1,,0,Lijkt computer,1,,0,Gok ,1,,1,,0,Hahaha,1,,1,,1,Kan ook een echte foto met filter zijn ,1,,1,,1,,0,Tot zo ver ik weet hebben zij geen handje geschut,1,,1,,1,,1,,1,,0,Is nep tenzij hij tweelingbroers heeft? ,1,,0,Photoshop,18:45:00,Nee,3,3,5,1118,1125,7
205,77,24,Vrouw,Universitair,Geneeskunde,Ja,2,2,1,Niet van toepassing,4,18:42:00,1,,0,,0,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,0,,0,,1,,1,,0,,1,"Vaag, geen scherpe contouren",0,,1,,1,,1,,0,Niet scherp ,1,,0,,18:45:00,Nee,4,2,8,1122,1125,3
206,67,26,Vrouw,HBO,Rechten,Nee,4,4,4,Teksten genereren (ChatGPT),4,18:48:00,1,,1,,0,Kinderen,0,Man aan de linkerkant,1,,1,,0,Kat,1,,1,,1,Personen,1,,0,Pistool,1,,1,,1,,1,,1,,0,Personen,1,,1,,1,,0,Personen,1,,1,,1,,1,,1,,0,Gezichten,1,,0,Gezicht,18:50:00,Ja,3,3,5,1128,1130,2
207,83,41,Man,MBO,Technisch,Nee,2,2,1,Niet van toepassing,3,19:00:00,1,,0,Verhoudingen kloppen niet,0,Mast,1,,0,Gezichten ,1,,0,Neus,0,Achtergrond,0,Schaduwen,0,Gezichten,1,,1,,0,Verhoudingen,1,,1,,0,Onsamenhangend,0,Verhoudingen,0,"Gezicht, licht",0,Schaduwen,1,,1,,1,Personen,1,,0,Schaduw,1,,1,,1,,0,,1,,0,,19:25:00,Nee,3,3,7,1140,1165,25
208,70,36,Man,Universitair,Bouwkunde,Ja,1,1,1,Niet van toepassing,3,21:21:00,1,,1,,0,Kanon geen schaduw,0,,1,,1,,0,Focus op twee punten,1,,0,Verhouding,0,Lelijk,1,,0,Gevoel ,0,Slechte massa,0,Licht klopt niet,0,Reflectie bril,0,Massa klopt niet,1,,0,Niks klopt,0,,0,,1,,0,Gezichten,1,,1,,0,Kinderen zijn te groot,1,,1,,0,Hoofd is nep,1,,0,Hoofd is nep,21:39:00,Nee,3,3,7,1281,1299,18
209,60,35,Vrouw,Universitair,Antropologie,Nee,3,3,1,Niet van toepassing,3,21:42:00,1,,1,,1,,0,Vinger in de mond van Joe Biden,1,,1,,1,,1,,1,,0,Hoe de gezichten eruit zien,1,,0,Biden met het vuurwapen,1,,0,Afbeelding niet helder ,1,,1,,1,,0,Het gezicht van Poetin,1,,1,,1,,0,De gezichten,1,,1,,1,,1,,1,,0,2× Poetin,1,,0,Het gezicht ,21:55:00,Ja,3,3,6,1302,1315,13
210,60,28,Vrouw,Universitair,Accountancy ,Ja,4,3,3,Teksten genereren (ChatGPT),3,22:40:00,1,,1,,1,Focus ,0,,1,,1,,1,,0,Duimen,0,Lijkt geknipt en geplakt ,0,Nooit samen gezien,1,,0,Rare positie van voorwerp ,1,,1,,1,,1,,1,,0,Heel cartoon achtig,1,,1,,1,,0,Cartoon,0,,1,,1,,1,,1,,0,Bewerkt,1,,0,Schaduw en nep,22:43:00,Nee,4,2,8,1360,1363,3
211,77,50,Man,Universitair,Bedrijfskunde,Nee,3,2,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,7:05:00,1,,1,,0,Achtergrond doet me denken aan wat je vaker bij DAL-E foto’s ziet,1,,1,,1,,1,,1,,0,Bij de afgraving lijkt de foto niet nauwkeurig,0,De gezichten van Obama en Biden lijken slechte maskers. En sowieso staan die 2 mannen niet met Trump op een foto,1,,1,,0,Het lijkt alsof de mensenmassa te veel blur is,1,,1,,1,,1,,0,Putin ziet eruit alsof hij een personage in een game is,1,,1,,1,,0,De mannen zien er onnatuurlijk uit,1,,1,,1,,1,,1,,0,De handen van Putin,1,,1,,7:20:00,Ja,2,3,4,425,440,15
212,67,37,Vrouw,Universitair,Neuropsychologie,Nee,2,2,1,Niet van toepassing,3,8:59:00,1,,0,De huizen en objecten zijn zo klein dat het niet duidelijk is te zien is wat de details zijn en de kleur is ook zo eentoning. Waardoor ik denk dat heg door AI is gegenereerd. ,0,"Ook hier zijn de gezichten niet te zien, waardoor de echte details niet te zien is. De lucht lijkt ook te strak/ perfect gemaakt. ",1,De voorkant en achtergrond lijkt van heel verschillende kwaliteit. De personen op de voorgrond lijken erop geplakt te zijn. ,1,,1,,1,,1,,1,,0,De kleuren van het gezicht van deze drie mannen lijken helemaal niet echt. Of er moet een hele erge filter op zijn aangebracht. ,1,,0,"Deze foto lijkt heel echt, maar ik kan niet goed voorstellen waarom hij hier lachend met een pistool op de foto staat. Ik zou eerst denken dat het nep is en dan verder onderzoeken of het echt is.",1,,0,Te weinig details in de gezichten. Kleuren lijken te perfect. ,1,,1,,1,,0,Het hoofd van Poetin lijkt heel nep erop te zijn geplakt. ,0,Ook weer te weinig details en te perfecte kleuren. ,1,,1,,0,Hoofd van Trump lijkt nep.,1,,0,Deze vind ik moeilijk. Bij twijfel denk ik dan nep.,1,,1,,1,,1,,1,,0,De kleuren lijken weer heel nep.,9:14:00,Nee,3,4,6,539,554,15
213,63,42,Man,HBO,economie,Nee,1,3,1,Niet van toepassing,3,9:58:00,1,,0,te veel huizen,0,kinderen voor tank is ondenkbaar,1,,0,machines staan verkeerd,1,,1,,0,tekst op achterkant van bord,1,,0,cartoon,1,,0,een minister kan geen foto maken met open pistool,0,zijkanten zijn erg leeg,1,,0,voor geeft hij eten van zijkant,0,te druk in de verte,1,,0,cartoon,0,mensen zijn waas,0,verschillende talen,0,tekst op achterkant,0,cartoon,1,,0,kind alleen achter,1,,0,nooit samen gezien,1,,0,allemaal zelfde,0,achteren kijken mensen andere richting,0,cartoon,10:08:00,Nee,3,2,6,598,608,10
214,60,48,Vrouw,Universitair,Geneeskunde / medisch,Ja,2,1,2,Antwoord op vraag zoeken,1,9:58:00,1,,1,,0,Schaduw kinderen naar achter schaduw auto naar voren,0,Ongeloofwaardig,1,,1,,1,,1,,0,Voor en achtergrond kloppen voor mij niet maar foto verder niet veel zeggend op deze manier dus maakt ook niet veel uit echt of nep,0,Voor mij kloppen verhoudingen 3 mannen en achtergrond niet,1,,1,,1,,0,Situatie en personen rijmen niet met elkaar,1,,1,,1,,0,Personen lijken erop geplakt,1,,0,Straatbeeld en personen kloppen niet,1,,0,Personen lijken in verhouding te groot met achtergrond ,1,,1,,0,Emotie en boodschap kloppen niet met elkaar,0,Personen lijken erop geplakt,1,,0,Allemaal Poetins ,1,,0,Ongeloofwaardig ,10:15:00,Nee,3,4,4,598,615,17
215,67,36,Vrouw,Middelbare school,E-commerce ,Nee,3,2,3,Teksten genereren (ChatGPT),1,10:01:00,1,,1,,0,"De scherpte van sommige onderdelen, kleuren ",1,Het scenario ,1,,1,,1,,1,,0,,0,Kleuren en scherpte en details ,0,Scenario ,0,Scenario ,0,De grond ,0,Onwaarschijnlijke combinatie van elementen ,1,,0,Gebouwen zijn te netjes ,1,,0,Kleur en gebrek aan detail ,0,Mensen hebben Onnatuurlijke vormen,0,Scenario ,0,Scenario ,0,Kleur gebruik en scherpte ,1,,1,,0,,1,,1,,0,Scenario ,1,,0,Scenario en kleuren ,10:24:00,Nee,1,5,4,601,624,23
216,80,20,Man,Universitair,Informatiekunde,Ja,4,4,3,Teksten genereren (ChatGPT),3,13:44:00,1,,0,De tenten en het zand ziet er vreemd uit,0,Lijkt me geen situatie om een foto te nemen,0,denk een samenvoeging van meerdere fotos,0,gezichten zien er lichtelijk vervormd uit,1,,0,de muren zijn een beetje vervaagd,1,,1,,0,heel erg vervaagd en onreallistisch,1,,0,denk niet dat dit zo gepresenteerd zou worden,0,soort vervaging van kleur,1,,1,,0,vervormde hoofden in het midden,1,,0,kwaliteit is raar,1,,1,,1,,0,nooit gebeurd,1,,0,vervaagd stenen en rare handen,1,,1,,1,,0,beetje veel vladimir poetins,1,,0,onreallistisch,13:54:00,Nee,5,2,8,824,834,10
218,100,32,Man,HBO,Techniek,Nee,4,3,2,"Afbeeldingen genereren (DALL-E, Midjourney)",3,19:30:00,1,,1,,0,Handen en haar kinderen,1,,0,Gezicht en handen 2e persoon,1,,0,Hand en gezicht soldaat,1,,0,Opbouw gebouwen lijkt onlogisch,0,Hoofden obama en biden,1,,1,,0,Lijken geen echte mensen te zijn,1,,1,,0,Verderop ontstaat een sorp aan mensen,1,,0,Gezicht en handen poetin,0,"Geen herkenbare mensen, tenten verderop onlogisch",1,,1,,0,Ziet er schilderachtig uit en de handen van man op achtergrond lopen door elkaar,1,,0,"Handen zijn klompjes, persoon op achtergrond onherkenbaar",1,,1,,0,"Deze vind ik moeilijk, maar het vuil op de voorgrond heeft rare vormen en de mensen op de achtergrond zijn onherkenbaar",0,Meerdere poetins en rare handen,1,,0,"Raar hoofd, vreemde belichting, sterk perspectief",19:53:00,Nee,3,3,9,1170,1193,23
219,70,64,Vrouw,Universitair,Film,Nee,1,1,1,Niet van toepassing,2,20:00:00,1,,1,,1,Te dramatisch ,1,,1,,1,,1,,1,,1,,0,Rare vorm gezichten ,1,,0,Denk niet dat Biden zo zou staan,0,Rare vorm publiek ,0,Compositie ,1,,1,,1,,0,Hoofd Poetin vreemd ,0,,1,,1,,0,Rare hoofden ,1,,1,,1,,1,,1,,0,Vreemde hoofden ,1,,0,Vreemd hoofd ,20:08:00,Ja,4,3,8,1200,1208,8
